year,category,nominee,film,won,total_nominations
1998,Other,John Williams,Amistad,False,4.0
1998,Other,Danny Elfman,Good Will Hunting,False,9.0
1998,Other,Philip Glass,Kundun,False,4.0
1998,Other,Jerry Goldsmith,L.A. Confidential,False,9.0
1998,Other,James Horner,Titanic,True,14.0
1998,Other,Stephen Flaherty/Lynn Ahrens/David Newman,Anastasia,False,2.0
1998,Other,Hans Zimmer,As Good as It Gets,False,7.0
1998,Other,Anne Dudley,The Full Monty,True,4.0
1998,Other,Danny Elfman,Men in Black,False,3.0
1998,Other,James Newton Howard,My Best Friend's Wedding,False,1.0
1998,Other,Alan Menken/David Zippel,Hercules,False,1.0
1998,Other,Diane Warren,Con Air,False,2.0
1998,Other,Stephen Flaherty/Lynn Ahrens,Anastasia,False,2.0
1998,Other,Elliott Smith,Good Will Hunting,False,9.0
1998,Other,James Horner/Will Jennings,Titanic,True,14.0
1998,Best Picture,James L. Brooks/Bridget Johnson/Kristi Zea,As Good as It Gets,False,7.0
1998,Best Picture,Uberto Pasolini,The Full Monty,False,4.0
1998,Best Picture,Lawrence Bender,Good Will Hunting,False,9.0
1998,Best Picture,Arnon Milchan/Curtis Hanson/Michael Nathanson,L.A. Confidential,False,9.0
1998,Best Picture,James Cameron/Jon Landau,Titanic,True,14.0
1998,Other,Joanna Quinn,Famous Fred,False,1.0
1998,Other,Jan Pinkava,Geri's Game,True,1.0
1998,Other,Sylvain Chomet,La Vieille Dame et les Pigeons (The Old Lady and the Pigeons),False,1.0
1998,Other,Alexander Petrov,The Mermaid,False,1.0
1998,Other,Steve Moore/Dan O'Shannon,Redux Riding Hood,False,1.0
1998,Other,Pearse Moore/Tim Loane,Dance Lexie Dance,False,1.0
1998,Other,Roger Goldby/Barney Reisz,It's Good to Talk,False,1.0
1998,Other,Birger Larsen/Thomas Lydholm,Sweethearts?,False,1.0
1998,Other,Chris Tashima/Chris Donahue,Visas and Virtue,True,1.0
1998,Other,Kim Magnusson/Anders Thomas Jensen,Wolfgang,False,1.0
1998,Other,Paul Massey/Rick Kline/D. M. Hemphill/Keith A. Wester,Air Force One,False,2.0
1998,Other,Kevin O'Connell/Greg P. Russell/Arthur Rochester,Con Air,False,2.0
1998,Other,Randy Thom/Tom Johnson/Dennis Sands/William B. Kaplan,Contact,False,1.0
1998,Other,Andy Nelson/Anna Behlmer/Kirk Francis,L.A. Confidential,False,9.0
1998,Other,Gary Rydstrom/Tom Johnson/Gary Summers/Mark Ulano,Titanic,True,14.0
1998,Other,Mark P. Stoeckinger/Per Hallberg,Face/Off,False,1.0
1998,Other,Mark Mangini,The Fifth Element,False,1.0
1998,Other,Tom Bellfort/Christopher Boyes,Titanic,True,14.0
1998,Other,Dennis Muren/Stan Winston/Randal M. Dutra/Michael Lantieri,The Lost World: Jurassic Park,False,1.0
1998,Other,Phil Tippett/Scott E. Anderson/Alec Gillis/John Richardson,Starship Troopers,False,1.0
1998,Other,Robert Legato/Mark Lasoff/Thomas L. Fisher/Michael Kanfer,Titanic,True,14.0
1998,Other,Paul Attanasio,Donnie Brasco,False,1.0
1998,Other,Brian Helgeland/Curtis Hanson,L.A. Confidential,True,9.0
1998,Other,Atom Egoyan,The Sweet Hereafter,False,2.0
1998,Other,Hilary Henkin/David Mamet,Wag the Dog,False,2.0
1998,Other,Hossein Amini,The Wings of the Dove,False,4.0
1998,Other,Mark Andrus/James L. Brooks,As Good as It Gets,False,7.0
1998,Other,Paul Thomas Anderson,Boogie Nights,False,3.0
1998,Other,Woody Allen,Deconstructing Harry,False,1.0
1998,Other,Simon Beaufoy,The Full Monty,False,4.0
1998,Other,Ben Affleck/Matt Damon,Good Will Hunting,True,9.0
1998,Other,Stanley Donen,,True,
1998,Other,Don Iwerks,,True,
1998,Other,Pete Clark,,True,
1999,Leading Actor,Roberto Benigni,Life Is Beautiful,True,7.0
1999,Leading Actor,Tom Hanks,Saving Private Ryan,False,11.0
1999,Leading Actor,Ian McKellen,Gods and Monsters,False,3.0
1999,Leading Actor,Nick Nolte,Affliction,False,2.0
1999,Leading Actor,Edward Norton,American History X,False,1.0
1999,Supporting Actor,James Coburn,Affliction,True,2.0
1999,Supporting Actor,Robert Duvall,A Civil Action,False,2.0
1999,Supporting Actor,Ed Harris,The Truman Show,False,3.0
1999,Supporting Actor,Geoffrey Rush,Shakespeare in Love,False,13.0
1999,Supporting Actor,Billy Bob Thornton,A Simple Plan,False,2.0
1999,Leading Actress,Cate Blanchett,Elizabeth,False,7.0
1999,Leading Actress,Fernanda Montenegro,Central Station,False,2.0
1999,Leading Actress,Gwyneth Paltrow,Shakespeare in Love,True,13.0
1999,Leading Actress,Meryl Streep,One True Thing,False,1.0
1999,Leading Actress,Emily Watson,Hilary and Jackie,False,2.0
1999,Supporting Actress,Kathy Bates,Primary Colors,False,2.0
1999,Supporting Actress,Brenda Blethyn,Little Voice,False,1.0
1999,Supporting Actress,Judi Dench,Shakespeare in Love,True,13.0
1999,Supporting Actress,Rachel Griffiths,Hilary and Jackie,False,2.0
1999,Supporting Actress,Lynn Redgrave,Gods and Monsters,False,3.0
1999,Other,John Myhre/Peter Howitt,Elizabeth,False,7.0
1999,Other,Jeannine Oppewall/Jay Hart,Pleasantville,False,3.0
1999,Other,Tom Sanders/Lisa Dean Kavanaugh,Saving Private Ryan,False,11.0
1999,Other,Martin Childs/Jill Quertier,Shakespeare in Love,True,13.0
1999,Other,Eugenio Zanetti/Cindy Carr,What Dreams May Come,False,2.0
1999,Cinematography,Conrad L. Hall,A Civil Action,False,2.0
1999,Cinematography,Remi Adefarasin,Elizabeth,False,7.0
1999,Cinematography,Janusz Kaminski,Saving Private Ryan,True,11.0
1999,Cinematography,Richard Greatrex,Shakespeare in Love,False,13.0
1999,Cinematography,John Toll,The Thin Red Line,False,7.0
1999,Other,Colleen Atwood,Beloved,False,1.0
1999,Other,Alexandra Byrne,Elizabeth,False,7.0
1999,Other,Judianna Makovsky,Pleasantville,False,3.0
1999,Other,Sandy Powell,Shakespeare in Love,True,13.0
1999,Other,Sandy Powell,Velvet Goldmine,False,1.0
1999,Director,Roberto Benigni,Life Is Beautiful,False,7.0
1999,Director,Steven Spielberg,Saving Private Ryan,True,11.0
1999,Director,John Madden,Shakespeare in Love,False,13.0
1999,Director,Terrence Malick,The Thin Red Line,False,7.0
1999,Director,Peter Weir,The Truman Show,False,3.0
1999,Other,Matthew Diamond/Jerry Kupfer,Dancemaker,False,1.0
1999,Other,Jonathan Stack/Liz Garbus,"The Farm: Angola, U.S.A.",False,1.0
1999,Other,James Moll/Ken Lipper,The Last Days,True,1.0
1999,Other,Robert B. Weide,Lenny Bruce: Swear to Tell the Truth,False,1.0
1999,Other,Barbara Sonneborn/Janet Cole,Regret to Inform,False,1.0
1999,Other,Keiko Ibi,The Personals: Improvisations on Romance in the Golden Years,True,1.0
1999,Other,Charles Guggenheim,A Place in the Land,False,1.0
1999,Other,Shui-Bo Wang/Donald McWilliams,Sunrise over Tiananmen Square,False,1.0
1999,Film Editing,Simona Paggi,Life Is Beautiful,False,7.0
1999,Film Editing,Anne V. Coates,Out of Sight,False,2.0
1999,Film Editing,Michael Kahn,Saving Private Ryan,True,11.0
1999,Film Editing,David Gamble,Shakespeare in Love,False,13.0
1999,Film Editing,Billy Weber/Leslie Jones/Saar Klein,The Thin Red Line,False,7.0
1999,Other,Brazil,Central Station,False,2.0
1999,Other,Iran,Children of Heaven,False,1.0
1999,Other,Spain,The Grandfather,False,1.0
1999,Other,Italy,Life Is Beautiful,True,7.0
1999,Other,Argentina,Tango,False,1.0
1999,Other,Jenny Shircore,Elizabeth,True,7.0
1999,Other,Lois Burwell/Conor O'Sullivan/Daniel C. Striepeke,Saving Private Ryan,False,11.0
1999,Other,Lisa Westcott/Veronica Brebner,Shakespeare in Love,False,13.0
1999,Other,David Hirschfelder,Elizabeth,False,7.0
1999,Other,Nicola Piovani,Life Is Beautiful,True,7.0
1999,Other,Randy Newman,Pleasantville,False,3.0
1999,Other,John Williams,Saving Private Ryan,False,11.0
1999,Other,Hans Zimmer,The Thin Red Line,False,7.0
1999,Other,Randy Newman,A Bug's Life,False,1.0
1999,Other,Matthew Wilder/David Zippel/Jerry Goldsmith,Mulan,False,1.0
1999,Other,Marc Shaiman,Patch Adams,False,1.0
1999,Other,Stephen Schwartz/Hans Zimmer,The Prince of Egypt,False,2.0
1999,Other,Stephen Warbeck,Shakespeare in Love,True,13.0
1999,Other,Diane Warren,Armageddon,False,4.0
1999,Other,Carole Bayer Sager/David Foster/Tony Renis/Alberto Testa,Quest for Camelot,False,1.0
1999,Other,Allison Moorer/Gwil Owen,The Horse Whisperer,False,1.0
1999,Other,Randy Newman,Babe: Pig in the City,False,1.0
1999,Other,Stephen Schwartz,The Prince of Egypt,True,2.0
1999,Best Picture,Alison Owen/Eric Fellner/Tim Bevan,Elizabeth,False,7.0
1999,Best Picture,Elda Ferri/Gianluigi Braschi,Life Is Beautiful,False,7.0
1999,Best Picture,Steven Spielberg/Ian Bryce/Mark Gordon/Gary Levinsohn,Saving Private Ryan,False,11.0
1999,Best Picture,David Parfitt/Donna Gigliotti/Harvey Weinstein/Edward Zwick/Marc Norman,Shakespeare in Love,True,13.0
1999,Best Picture,Robert Michael Geisler/John Roberdeau/Grant Hill,The Thin Red Line,False,7.0
1999,Other,Chris Wedge,Bunny,True,1.0
1999,Other,Christopher Grace/Jonathan Myerson,The Canterbury Tales,False,1.0
1999,Other,Mark Baker,Jolly Roger,False,1.0
1999,Other,Mark Osborne/Steve Kalafer,More,False,1.0
1999,Other,Karsten Kiilerich/Stefan Fjeldmark,When Life Departs,False,1.0
1999,Other,Will Speck/Josh Gordon,Culture,False,1.0
1999,Other,Kim Magnusson/Anders Thomas Jensen,Election Night (Valgaften),True,1.0
1999,Other,Alexander Jovy/JJ Keith,Holiday Romance,False,1.0
1999,Other,Vivian Goffette,La Carte Postale (The Postcard),False,1.0
1999,Other,Simon Sandquist/Joel Bergvall,Victor,False,1.0
1999,Other,Kevin O'Connell/Greg P. Russell/Keith A. Wester,Armageddon,False,4.0
1999,Other,Kevin O'Connell/Greg P. Russell/Pud Cusack,The Mask of Zorro,False,2.0
1999,Other,Gary Rydstrom/Gary Summers/Andy Nelson/Ronald Judkins,Saving Private Ryan,True,11.0
1999,Other,Robin O'Donoghue/Dominic Lester/Peter Glossop,Shakespeare in Love,False,13.0
1999,Other,Andy Nelson/Anna Behlmer/Paul Brincat,The Thin Red Line,False,7.0
1999,Other,George Watters II,Armageddon,False,4.0
1999,Other,David McMoyler,The Mask of Zorro,False,2.0
1999,Other,Gary Rydstrom/Richard Hymns,Saving Private Ryan,True,11.0
1999,Other,Richard R. Hoover/Pat McClung/John Frazier,Armageddon,False,4.0
1999,Other,Rick Baker/Hoyt Yeatman/Allen Hall/Jim Mitchell,Mighty Joe Young,False,1.0
1999,Other,Joel Hynek/Nicholas Brooks/Stuart Robertson/Kevin Mack,What Dreams May Come,True,2.0
1999,Other,Bill Condon,Gods and Monsters,True,3.0
1999,Other,Scott Frank,Out of Sight,False,2.0
1999,Other,Elaine May,Primary Colors,False,2.0
1999,Other,Scott B. Smith,A Simple Plan,False,2.0
1999,Other,Terrence Malick,The Thin Red Line,False,7.0
1999,Other,Warren Beatty/Jeremy Pikser,Bulworth,False,1.0
1999,Other,Vincenzo Cerami/Roberto Benigni,Life Is Beautiful,False,7.0
1999,Other,Robert Rodat,Saving Private Ryan,False,11.0
1999,Other,Marc Norman/Tom Stoppard,Shakespeare in Love,True,13.0
1999,Other,Andrew Niccol,The Truman Show,False,3.0
1999,Other,Elia Kazan,,True,
1999,Other,Norman Jewison,,True,
1999,Other,David W. Gray,,True,
2000,Leading Actor,Russell Crowe,The Insider,False,7.0
2000,Leading Actor,Richard Farnsworth,The Straight Story,False,1.0
2000,Leading Actor,Sean Penn,Sweet and Lowdown,False,2.0
2000,Leading Actor,Kevin Spacey,American Beauty,True,8.0
2000,Leading Actor,Denzel Washington,The Hurricane,False,1.0
2000,Supporting Actor,Michael Caine,The Cider House Rules,True,7.0
2000,Supporting Actor,Tom Cruise,Magnolia,False,3.0
2000,Supporting Actor,Michael Clarke Duncan,The Green Mile,False,4.0
2000,Supporting Actor,Jude Law,The Talented Mr. Ripley,False,5.0
2000,Supporting Actor,Haley Joel Osment,The Sixth Sense,False,6.0
2000,Leading Actress,Annette Bening,American Beauty,False,8.0
2000,Leading Actress,Janet McTeer,Tumbleweeds,False,1.0
2000,Leading Actress,Julianne Moore,The End of the Affair,False,2.0
2000,Leading Actress,Meryl Streep,Music of the Heart,False,2.0
2000,Leading Actress,Hilary Swank,Boys Don't Cry,True,2.0
2000,Supporting Actress,Toni Collette,The Sixth Sense,False,6.0
2000,Supporting Actress,Angelina Jolie,"Girl, Interrupted",True,1.0
2000,Supporting Actress,Catherine Keener,Being John Malkovich,False,3.0
2000,Supporting Actress,Samantha Morton,Sweet and Lowdown,False,2.0
2000,Supporting Actress,Chloë Sevigny,Boys Don't Cry,False,2.0
2000,Other,Luciana Arrighi/Ian Whittaker,Anna and the King,False,2.0
2000,Other,David Gropman/Beth Rubino,The Cider House Rules,False,7.0
2000,Other,Rick Heinrichs/Peter Young,Sleepy Hollow,True,3.0
2000,Other,Roy Walker/Bruno Cesari,The Talented Mr. Ripley,False,5.0
2000,Other,Eve Stewart/John Bush,Topsy-Turvy,False,4.0
2000,Cinematography,Conrad L. Hall,American Beauty,True,8.0
2000,Cinematography,Roger Pratt,The End of the Affair,False,2.0
2000,Cinematography,Dante Spinotti,The Insider,False,7.0
2000,Cinematography,Emmanuel Lubezki,Sleepy Hollow,False,3.0
2000,Cinematography,Robert Richardson,Snow Falling on Cedars,False,1.0
2000,Other,Jenny Beavan,Anna and the King,False,2.0
2000,Other,Colleen Atwood,Sleepy Hollow,False,3.0
2000,Other,Ann Roth/Gary Jones,The Talented Mr. Ripley,False,5.0
2000,Other,Milena Canonero,Titus,False,1.0
2000,Other,Lindy Hemming,Topsy-Turvy,True,4.0
2000,Director,Sam Mendes,American Beauty,True,8.0
2000,Director,Spike Jonze,Being John Malkovich,False,3.0
2000,Director,Lasse Hallström,The Cider House Rules,False,7.0
2000,Director,Michael Mann,The Insider,False,7.0
2000,Director,M. Night Shyamalan,The Sixth Sense,False,6.0
2000,Other,Wim Wenders/Ulrich Felsberg,Buena Vista Social Club,False,1.0
2000,Other,Roko Belic/Adrian Belic,Genghis Blues,False,1.0
2000,Other,Nanette Burstein/Brett Morgen,On the Ropes,False,1.0
2000,Other,Arthur Cohn/Kevin Macdonald,One Day in September,True,1.0
2000,Other,Paola di Florio/Lilibet Foster,Speaking in Strings,False,1.0
2000,Other,Bert Van Bork,Eyewitness,False,1.0
2000,Other,Susan Hannah Hadary/William A. Whiteford,King Gimp,True,1.0
2000,Other,Simeon Soffer/Jonathan Stack,The Wildest Show in the South: The Angola Prison Rodeo,False,1.0
2000,Film Editing,Tariq Anwar/Christopher Greenbury,American Beauty,False,8.0
2000,Film Editing,Lisa Zeno Churgin,The Cider House Rules,False,7.0
2000,Film Editing,William Goldenberg/Paul Rubell/David Rosenbloom,The Insider,False,7.0
2000,Film Editing,Zach Staenberg,The Matrix,True,4.0
2000,Film Editing,Andrew Mondshein,The Sixth Sense,False,6.0
2000,Other,Spain,All about My Mother,True,1.0
2000,Other,Nepal,Caravan,False,1.0
2000,Other,France,East-West,False,1.0
2000,Other,United Kingdom,Solomon and Gaenor,False,1.0
2000,Other,Sweden,Under the Sun,False,1.0
2000,Other,Michèle Burke/Mike Smithson,Austin Powers: The Spy Who Shagged Me,False,1.0
2000,Other,Greg Cannom,Bicentennial Man,False,1.0
2000,Other,Rick Baker,Life,False,1.0
2000,Other,Christine Blundell/Trefor Proud,Topsy-Turvy,True,4.0
2000,Other,Thomas Newman,American Beauty,False,8.0
2000,Other,John Williams,Angela's Ashes,False,1.0
2000,Other,Rachel Portman,The Cider House Rules,False,7.0
2000,Other,John Corigliano,The Red Violin,True,1.0
2000,Other,Gabriel Yared,The Talented Mr. Ripley,False,5.0
2000,Other,Trey Parker/Marc Shaiman,"South Park: Bigger, Longer & Uncut",False,1.0
2000,Other,Diane Warren,Music of the Heart,False,2.0
2000,Other,Aimee Mann,Magnolia,False,3.0
2000,Other,Randy Newman,Toy Story 2,False,1.0
2000,Other,Phil Collins,Tarzan,True,1.0
2000,Best Picture,Bruce Cohen/Dan Jinks,American Beauty,True,8.0
2000,Best Picture,Richard N. Gladstein,The Cider House Rules,False,7.0
2000,Best Picture,David Valdes/Frank Darabont,The Green Mile,False,4.0
2000,Best Picture,Michael Mann/Pieter Jan Brugge,The Insider,False,7.0
2000,Best Picture,Frank Marshall/Kathleen Kennedy/Barry Mendel,The Sixth Sense,False,6.0
2000,Other,Peter Peake,Humdrum,False,1.0
2000,Other,Torill Kove,My Grandmother Ironed the King's Shirts,False,1.0
2000,Other,Alexander Petrov,The Old Man and the Sea,True,1.0
2000,Other,Paul Driessen,3 Misses,False,1.0
2000,Other,Wendy Tilby/Amanda Forbis,When the Day Breaks,False,1.0
2000,Other,Henrik Ruben Genz/Michael W. Horsten,"Bror, Min Bror (Teis and Nico)",False,1.0
2000,Other,Mehdi Norowzian/Steve Wax,Killing Joe,False,1.0
2000,Other,Marc-Andreas Bochert/Gabriele Lins,Kleingeld (Small Change),False,1.0
2000,Other,Marcus Olsson,Major and Minor Miracles,False,1.0
2000,Other,Barbara Schock/Tammy Tiehel,My Mother Dreams the Satan's Disciples in New York,True,1.0
2000,Other,Robert J. Litt/Elliot Tyson/Michael Herbick/Willie D. Burton,The Green Mile,False,4.0
2000,Other,Andy Nelson/Doug Hemphill/Lee Orloff,The Insider,False,7.0
2000,Other,John Reitz/Gregg Rudloff/David Campbell/David Lee,The Matrix,True,4.0
2000,Other,Leslie Shatz/Chris Carpenter/Rick Kline/Chris Munro,The Mummy,False,1.0
2000,Other,Gary Rydstrom/Tom Johnson/Shawn Murphy/John Midgley,Star Wars Episode I: The Phantom Menace,False,3.0
2000,Other,Ren Klyce/Richard Hymns,Fight Club,False,1.0
2000,Other,Dane A. Davis,The Matrix,True,4.0
2000,Other,Ben Burtt/Tom Bellfort,Star Wars Episode I: The Phantom Menace,False,3.0
2000,Other,John Gaeta/Janek Sirrs/Steve Courtley/Jon Thum,The Matrix,True,4.0
2000,Other,John Knoll/Dennis Muren/Scott Squires/Rob Coleman,Star Wars Episode I: The Phantom Menace,False,3.0
2000,Other,John Dykstra/Jerome Chen/Henry F. Anderson III/Eric Allard,Stuart Little,False,1.0
2000,Other,John Irving,The Cider House Rules,True,7.0
2000,Other,Alexander Payne/Jim Taylor,Election,False,1.0
2000,Other,Frank Darabont,The Green Mile,False,4.0
2000,Other,Eric Roth/Michael Mann,The Insider,False,7.0
2000,Other,Anthony Minghella,The Talented Mr. Ripley,False,5.0
2000,Other,Alan Ball,American Beauty,True,8.0
2000,Other,Charlie Kaufman,Being John Malkovich,False,3.0
2000,Other,Paul Thomas Anderson,Magnolia,False,3.0
2000,Other,M. Night Shyamalan,The Sixth Sense,False,6.0
2000,Other,Mike Leigh,Topsy-Turvy,False,4.0
2000,Other,Andrzej Wajda,,True,
2000,Other,Warren Beatty,,True,
2000,Other,Roderick T. Ryan,,True,
2000,Other,FPC Incorporated,,True,
2000,Other,Edmund M. Di Giulio,,True,
2000,Other,Takuo Miyagishima,,True,
2001,Leading Actor,Javier Bardem,Before Night Falls,False,1.0
2001,Leading Actor,Russell Crowe,Gladiator,True,12.0
2001,Leading Actor,Tom Hanks,Cast Away,False,2.0
2001,Leading Actor,Ed Harris,Pollock,False,2.0
2001,Leading Actor,Geoffrey Rush,Quills,False,3.0
2001,Supporting Actor,Jeff Bridges,The Contender,False,2.0
2001,Supporting Actor,Willem Dafoe,Shadow of the Vampire,False,2.0
2001,Supporting Actor,Benicio Del Toro,Traffic,True,5.0
2001,Supporting Actor,Albert Finney,Erin Brockovich,False,5.0
2001,Supporting Actor,Joaquin Phoenix,Gladiator,False,12.0
2001,Leading Actress,Joan Allen,The Contender,False,2.0
2001,Leading Actress,Juliette Binoche,Chocolat,False,5.0
2001,Leading Actress,Ellen Burstyn,Requiem for a Dream,False,1.0
2001,Leading Actress,Laura Linney,You Can Count on Me,False,2.0
2001,Leading Actress,Julia Roberts,Erin Brockovich,True,5.0
2001,Supporting Actress,Judi Dench,Chocolat,False,5.0
2001,Supporting Actress,Marcia Gay Harden,Pollock,True,2.0
2001,Supporting Actress,Kate Hudson,Almost Famous,False,4.0
2001,Supporting Actress,Frances McDormand,Almost Famous,False,4.0
2001,Supporting Actress,Julie Walters,Billy Elliot,False,3.0
2001,Other,Tim Yip,"Crouching Tiger, Hidden Dragon",True,10.0
2001,Other,Michael Corenblith/Merideth Boswell,Dr. Seuss' How the Grinch Stole Christmas,False,3.0
2001,Other,Arthur Max/Crispian Sallis,Gladiator,False,12.0
2001,Other,Martin Childs/Jill Quertier,Quills,False,3.0
2001,Other,Jean Rabasse/Françoise Benoît-Fresco,Vatel,False,1.0
2001,Cinematography,Peter Pau,"Crouching Tiger, Hidden Dragon",True,10.0
2001,Cinematography,John Mathieson,Gladiator,False,12.0
2001,Cinematography,Lajos Koltai,Malèna,False,2.0
2001,Cinematography,Roger Deakins,"O Brother, Where Art Thou?",False,2.0
2001,Cinematography,Caleb Deschanel,The Patriot,False,3.0
2001,Other,Tim Yip,"Crouching Tiger, Hidden Dragon",False,10.0
2001,Other,Rita Ryack,Dr. Seuss' How the Grinch Stole Christmas,False,3.0
2001,Other,Janty Yates,Gladiator,True,12.0
2001,Other,Anthony Powell,102 Dalmatians,False,1.0
2001,Other,Jacqueline West,Quills,False,3.0
2001,Director,Stephen Daldry,Billy Elliot,False,3.0
2001,Director,Ang Lee,"Crouching Tiger, Hidden Dragon",False,10.0
2001,Director,Steven Soderbergh,Erin Brockovich,False,5.0
2001,Director,Ridley Scott,Gladiator,False,12.0
2001,Director,Steven Soderbergh,Traffic,True,5.0
2001,Other,Mark Jonathan Harris/Deborah Oppenheimer,Into the Arms of Strangers: Stories of the Kindertransport,True,1.0
